experiment_id,customer_id,variant,experiment_date,converted,revenue
EXP001_checkout_redesign,C109044,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C104803,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C113588,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C110299,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C110133,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C114507,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C114118,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C105925,treatment,2025-06-21,1,2154.39
EXP001_checkout_redesign,C109459,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C103150,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C111543,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C101139,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C100750,control,2025-06-13,1,2010.39
EXP001_checkout_redesign,C110834,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C103733,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C112665,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C104741,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C101307,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C114013,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C103814,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C114196,treatment,2025-06-13,1,1373.41
EXP001_checkout_redesign,C101654,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C106227,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C104554,control,2025-06-10,1,3413.04
EXP001_checkout_redesign,C107428,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C110415,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C113666,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C105977,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C102664,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C106065,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C105820,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C103432,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C110980,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C104374,control,2025-06-10,1,1688.71
EXP001_checkout_redesign,C111498,control,2025-06-01,1,1037.12
EXP001_checkout_redesign,C111199,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C110617,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C101169,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C109980,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C110403,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C102803,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C108751,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C111946,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C104010,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C102677,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C107573,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C106216,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C104422,treatment,2025-06-10,1,2945.34
EXP001_checkout_redesign,C110485,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C111274,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C109125,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C103598,control,2025-06-16,1,1079.43
EXP001_checkout_redesign,C111216,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C105313,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C113809,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C112588,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C112713,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C100916,control,2025-06-01,1,5897.36
EXP001_checkout_redesign,C103752,treatment,2025-06-05,1,5741.43
EXP001_checkout_redesign,C113464,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C100525,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C113189,treatment,2025-06-27,1,1610.9
EXP001_checkout_redesign,C105168,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C106572,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C104386,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C101084,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C103456,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C109292,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C114358,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C111762,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C105155,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C103483,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C110738,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C108179,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C106482,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C114494,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C110532,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C107517,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C102340,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C104339,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C102287,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C104040,control,2025-06-25,1,1360.15
EXP001_checkout_redesign,C112205,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C109197,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C108830,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C104304,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C112239,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C109577,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C107019,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C114709,treatment,2025-06-24,1,3575.11
EXP001_checkout_redesign,C109560,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C106543,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C105930,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C103593,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C102266,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C108348,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C108085,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C101489,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C112382,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C100771,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C114108,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C101796,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C102504,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C110280,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C102621,control,2025-06-21,1,2306.33
EXP001_checkout_redesign,C112977,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C111149,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C106916,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C109771,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C101040,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C106304,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C106252,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C109763,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C107668,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C108669,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C104119,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C109064,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C114103,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C100188,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C111145,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C111808,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C101876,control,2025-06-25,1,1089.03
EXP001_checkout_redesign,C111169,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C114496,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C108797,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C112302,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C104371,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C112592,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C110501,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C105573,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C101827,control,2025-06-03,1,3733.71
EXP001_checkout_redesign,C104808,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C107123,treatment,2025-06-15,1,1906.73
EXP001_checkout_redesign,C102591,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C107433,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C100053,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C111830,control,2025-06-09,1,1978.18
EXP001_checkout_redesign,C114349,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C111791,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C104315,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C108201,treatment,2025-06-24,1,5681.34
EXP001_checkout_redesign,C112483,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C102927,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C108317,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C101743,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C114262,treatment,2025-06-06,1,3300.55
EXP001_checkout_redesign,C110244,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C104889,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C113789,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C110468,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C114789,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C109977,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C103258,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C114830,treatment,2025-06-09,1,4163.55
EXP001_checkout_redesign,C106126,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C112492,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C102646,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C108837,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C112757,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C108689,treatment,2025-06-10,1,4255.85
EXP001_checkout_redesign,C100009,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C109813,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C105310,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C108005,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C100319,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C101832,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C105947,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C114396,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C113626,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C113218,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C105038,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C103923,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C100949,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C103946,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C114385,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C109295,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C101290,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C101403,control,2025-06-27,1,2080.35
EXP001_checkout_redesign,C111991,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C107962,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C113369,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C101133,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C112461,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C108727,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C112547,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C102060,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C102103,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C110809,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C107787,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C109007,treatment,2025-06-04,1,3907.48
EXP001_checkout_redesign,C102705,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C104342,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C108645,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C114293,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C109938,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C106932,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C103470,treatment,2025-06-08,0,0.0
EXP001_checkout_redesign,C108835,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C112374,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C111959,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C111302,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C103295,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C111680,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C105107,treatment,2025-06-01,1,5678.71
EXP001_checkout_redesign,C106537,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C111004,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C114971,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C106118,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C107177,control,2025-06-02,1,5384.08
EXP001_checkout_redesign,C108479,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C107397,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C101982,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C104061,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C103681,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C101049,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C105539,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C100344,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C109638,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C109075,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C103770,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C109641,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C103608,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C100117,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C101163,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C111597,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C110339,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C100964,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C103750,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C101104,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C100514,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C114084,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C105413,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C101160,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C108423,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C103899,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C104562,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C110960,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C107953,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C103510,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C108834,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C102167,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C111851,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C114456,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C109355,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C109440,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C107744,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C103981,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C112855,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C107749,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C113230,treatment,2025-06-08,0,0.0
EXP001_checkout_redesign,C106669,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C103119,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C101545,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C101588,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C110796,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C107062,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C105804,treatment,2025-06-01,1,3822.35
EXP001_checkout_redesign,C106939,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C106735,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C107651,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C114153,control,2025-06-19,1,2399.55
EXP001_checkout_redesign,C111945,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C100887,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C111032,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C110706,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C110587,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C101612,control,2025-06-18,1,1122.5
EXP001_checkout_redesign,C100993,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C106596,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C111931,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C105559,control,2025-06-12,1,1143.29
EXP001_checkout_redesign,C113116,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C114117,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C101790,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C104073,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C103139,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C103116,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C108786,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C107350,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C102296,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C114983,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C103006,control,2025-06-14,1,3325.72
EXP001_checkout_redesign,C104563,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C107579,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C104092,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C114327,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C101235,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C107260,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C113238,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C114112,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C114024,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C109016,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C101604,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C100828,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C110684,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C108856,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C113697,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C100241,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C101528,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C112346,treatment,2025-06-30,1,4427.38
EXP001_checkout_redesign,C113905,control,2025-06-21,1,3654.21
EXP001_checkout_redesign,C103872,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C102724,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C106658,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C107956,control,2025-06-16,1,948.68
EXP001_checkout_redesign,C107886,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C103502,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C114166,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C106570,treatment,2025-06-26,1,1245.88
EXP001_checkout_redesign,C100960,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C102697,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C106209,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C100035,treatment,2025-06-08,1,1077.69
EXP001_checkout_redesign,C106396,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C104345,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C112846,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C112863,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C107454,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C104673,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C106930,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C111412,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C111968,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C112834,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C109105,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C110844,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C111770,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C107973,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C102536,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C103111,control,2025-06-02,1,4845.01
EXP001_checkout_redesign,C104861,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C103566,control,2025-06-07,1,2186.44
EXP001_checkout_redesign,C100958,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C109489,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C112054,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C108883,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C100998,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C112254,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C105138,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C100936,control,2025-06-09,1,1393.94
EXP001_checkout_redesign,C100821,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C109571,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C107811,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C108238,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C113970,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C108701,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C102579,control,2025-06-19,1,5950.79
EXP001_checkout_redesign,C100931,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C108320,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C101312,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C113948,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C103044,treatment,2025-06-26,1,1420.19
EXP001_checkout_redesign,C101122,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C109749,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C101113,control,2025-06-04,1,4307.3
EXP001_checkout_redesign,C111062,control,2025-06-22,0,0.0
