order_item_id,order_id,product_id,quantity,unit_price
OI128,O500077,P2247,1,8267.7
OI129,O500077,P2382,1,13201.12
OI130,O500077,P2403,1,17008.24
OI131,O500078,P2727,1,14046.31
OI132,O500078,P2345,1,471.22
OI133,O500079,P2158,1,749.99
OI134,O500079,P2195,1,4627.36
OI135,O500080,P2073,1,13565.87
OI136,O500080,P2475,1,4867.07
OI137,O500081,P2773,1,7535.95
OI138,O500081,P2553,1,12404.29
OI139,O500082,P2171,1,9436.1
OI140,O500082,P2528,1,3330.66
OI141,O500082,P2224,1,12392.42
OI142,O500083,P2299,1,12028.25
OI143,O500083,P2176,1,4432.78
OI144,O500083,P2063,3,17936.53
OI145,O500084,P2335,1,4491.52
OI146,O500085,P2358,1,10777.23
OI147,O500085,P2468,1,6138.37
OI148,O500085,P2090,1,11015.69
OI149,O500085,P2729,1,3603.49
OI150,O500086,P2713,1,8446.48
OI151,O500087,P2324,1,4322.44
OI152,O500087,P2160,1,10670.92
OI153,O500088,P2546,1,6122.79
OI154,O500088,P2790,1,11143.64
OI155,O500089,P2446,1,14174.1
OI156,O500090,P2603,1,12072.61
OI157,O500090,P2365,1,508.22
OI158,O500091,P2198,1,13668.45
OI159,O500091,P2137,1,2265.94
OI160,O500092,P2772,1,13735.17
OI161,O500093,P2693,1,9241.42
OI162,O500093,P2743,2,10237.57
OI163,O500093,P2533,1,21345.22
OI164,O500094,P2118,1,8817.69
OI165,O500095,P2003,1,12082.27
OI166,O500095,P2509,1,2412.65
OI167,O500096,P2018,1,18302.48
OI168,O500096,P2451,1,16031.46
OI169,O500096,P2004,1,14694.98
OI170,O500096,P2647,1,19734.54
OI171,O500096,P2626,1,4141.01
OI172,O500097,P2055,1,8774.52
OI173,O500098,P2031,1,9713.81
OI174,O500099,P2545,1,8535.59
OI175,O500099,P2339,1,18107.17
OI176,O500099,P2149,1,8388.41
OI177,O500100,P2037,1,8152.19
OI178,O500100,P2182,1,347.51
OI179,O500100,P2178,1,10121.12
OI180,O500101,P2720,1,8604.6
OI181,O500101,P2316,1,14414.08
OI182,O500101,P2298,1,15571.91
OI183,O500101,P2308,1,19486.03
OI184,O500102,P2638,1,17740.63
OI185,O500103,P2404,1,10000.29
OI186,O500103,P2014,1,4358.81
OI187,O500104,P2418,1,16124.84
OI188,O500105,P2218,1,18916.62
OI189,O500105,P2656,1,18043.4
OI190,O500105,P2712,3,11129.18
OI191,O500106,P2014,3,4677.94
OI192,O500106,P2225,1,1526.69
OI193,O500107,P2647,1,20925.51
OI194,O500108,P2625,1,1886.07
OI195,O500109,P2499,1,14405.98
OI196,O500110,P2306,3,16768.08
OI197,O500111,P2527,3,17437.29
OI198,O500112,P2232,1,2789.15
OI199,O500112,P2206,1,4983.94
OI200,O500113,P2706,1,15404.3
OI201,O500114,P2789,1,18110.47
OI202,O500115,P2235,-1,8337.21
OI203,O500116,P2201,1,19431.65
OI204,O500117,P2391,1,3667.5
OI205,O500118,P2795,1,13048.92
OI206,O500118,P2450,1,2704.96
OI207,O500118,P2114,1,17474.02
OI208,O500118,P2607,2,11810.95
OI209,O500119,P2699,1,6818.59
OI210,O500119,P2685,1,2186.51
OI211,O500120,P2144,1,6704.52
OI212,O500120,P2792,1,8957.98
OI213,O500120,P2684,1,19358.34
OI214,O500120,P2671,1,14439.38
OI215,O500120,P2378,1,10911.71
OI216,O500121,P2032,1,12089.5
OI217,O500122,P2310,1,394.52
OI218,O500122,P2737,1,10854.11
OI219,O500123,P2011,1,18560.28
OI220,O500124,P2217,1,3235.51
OI221,O500124,P2315,1,15915.15
OI222,O500125,P2491,1,15547.15
OI223,O500126,P2587,1,13328.83
OI224,O500126,P2204,1,3705.08
OI225,O500127,P2721,1,2830.17
OI226,O500127,P2145,1,10503.32
OI227,O500127,P2545,1,8042.1
OI228,O500128,P2373,1,13361.97
OI229,O500128,P2342,1,18930.61
OI230,O500129,P2236,1,10239.69
OI231,O500129,P2331,1,15289.52
OI232,O500129,P2060,2,1729.48
OI233,O500130,P2426,1,8313.49
OI234,O500131,P2132,1,11865.36
OI235,O500131,P2481,2,18486.2
OI236,O500131,P2517,2,8114.82
OI237,O500131,P2509,1,2562.1
OI238,O500131,P2484,1,4528.99
OI239,O500132,P2494,1,3141.91
OI240,O500132,P2240,1,3379.41
OI241,O500133,P2261,1,1485.53
OI242,O500134,P2699,3,7119.22
OI243,O500134,P2735,1,8911.42
OI244,O500135,P2333,1,14915.25
OI245,O500136,P2671,1,15013.46
OI246,O500136,P2432,1,1124.39
OI247,O500136,P2567,1,4674.94
OI248,O500136,P2694,1,20561.36
OI249,O500136,P2153,1,14785.06
OI250,O500137,P2163,1,5691.37
OI251,O500137,P2753,1,20530.45
OI252,O500138,P2162,1,10540.12
OI253,O500138,P2042,1,14267.17
OI254,O500138,P2579,1,914.47
OI255,O500138,P2188,1,9449.14
OI256,O500139,P2288,1,11666.5
OI257,O500139,P2191,1,2119.48
OI258,O500140,P2338,1,4979.91
OI259,O500141,P2032,1,12131.29
OI260,O500142,P2673,1,3601.12
OI261,O500142,P2426,1,8389.46
OI262,O500143,P2303,1,1352.32
OI263,O500144,P2655,1,11921.27
OI264,O500144,P2445,1,11476.58
OI265,O500145,P2418,1,16051.52
OI266,O500145,P2625,1,2065.06
OI267,O500146,P2216,1,2380.26
OI268,O500147,P2313,1,9803.8
OI269,O500147,P2117,1,15368.96
OI270,O500147,P2410,1,12485.04
OI271,O500148,P2245,1,326.28
OI272,O500148,P2491,3,16032.4
OI273,O500149,P2576,1,10762.63
OI274,O500149,P2392,1,3052.24
OI275,O500149,P2446,1,12831.95
OI276,O500149,P2151,1,14278.31
OI277,O500149,P2788,1,17988.13
OI278,O500150,P2245,1,330.5
OI279,O500150,P2616,1,13268.36
OI280,O500150,P2698,1,15299.56
OI281,O500151,P2279,2,15399.26
OI282,O500151,P2730,1,13215.9
OI283,O500151,P2250,1,6800.81
OI284,O500152,P2522,1,18913.74
OI285,O500152,P2095,1,14726.19
OI286,O500152,P2687,1,3026.73
OI287,O500152,P2414,3,6773.46
OI288,O500152,P2645,1,7335.9
OI289,O500153,P2670,1,16230.79
OI290,O500153,P2372,1,8980.16
OI291,O500153,P2142,1,6019.84
OI292,O500153,P2157,1,1455.78
OI293,O500154,P2624,1,12493.7
OI294,O500154,P2316,1,13329.8
OI295,O500154,P2093,1,11069.35
OI296,O500155,P2732,1,17590.22
OI297,O500155,P2236,1,9992.53
OI298,O500156,P2312,1,14902.09
OI299,O500157,P2047,1,5613.54
OI300,O500157,P2629,1,15597.94
OI301,O500157,P2060,1,1769.42
OI302,O500158,P2333,1,14672.13
OI303,O500159,P2278,1,207.61
OI304,O500159,P2052,1,2082.03
OI305,O500160,P2739,1,12095.47
OI306,O500161,P2281,1,7131.92
OI307,O500161,P2630,1,5850.48
OI308,O500162,P2050,1,18367.78
OI309,O500163,P2580,1,11823.04
OI310,O500164,P2346,1,6362.79
OI311,O500164,P2637,1,9040.14
OI312,O500165,P2054,2,505.71
OI313,O500165,P2667,1,9377.01
OI314,O500166,P2059,1,3838.02
OI315,O500167,P2455,1,2147.99
OI316,O500168,P2531,1,8262.6
OI317,O500168,P2796,1,19078.27
OI318,O500168,P2297,1,5759.17
OI319,O500168,P2019,1,16643.94
OI320,O500168,P2335,1,4384.5
OI321,O500169,P2218,1,18575.61
OI322,O500169,P2339,3,18457.59
OI323,O500169,P2045,1,15489.75
OI324,O500169,P2036,1,2172.55
OI325,O500170,P2174,1,6586.17
OI326,O500171,P2323,1,11036.31
OI327,O500171,P2633,1,12309.09
OI328,O500171,P2008,1,7600.28
OI329,O500171,P2576,1,11071.87
OI330,O500172,P2228,1,7656.24
OI331,O500172,P2794,1,12381.28
OI332,O500173,P2285,1,11870.54
OI333,O500173,P2085,1,14959.04
OI334,O500174,P2734,1,19705.92
OI335,O500175,P2252,1,528.7
OI336,O500175,P2010,1,11570.52
OI337,O500176,P2164,1,14408.47
OI338,O500177,P2615,1,17356.94
OI339,O500177,P2254,1,1472.02
OI340,O500177,P2505,1,14604.78
OI341,O500178,P2043,1,8312.31
OI342,O500178,P2582,1,16294.28
OI343,O500179,P2169,1,1610.18
OI344,O500180,P2630,1,5975.41
OI345,O500180,P2476,1,9411.19
OI346,O500180,P2027,1,12185.07
OI347,O500181,P2362,1,8600.31
OI348,O500181,P2382,1,12503.48
OI349,O500182,P2511,1,856.69
OI350,O500182,P2705,1,16427.38
OI351,O500182,P2142,1,5932.65
OI352,O500182,P2247,1,8893.55
OI353,O500183,P2668,2,14457.45
OI354,O500183,P2714,1,14728.46
OI355,O500183,P2075,1,9387.32
OI356,O500184,P2582,1,15484.48
OI357,O500185,P2204,1,3686.49
OI358,O500186,P2023,1,6640.49
OI359,O500186,P2641,1,6770.98
OI360,O500186,P2197,1,11685.37
OI361,O500187,P2652,1,12362.88
OI362,O500188,P2671,1,14942.04
OI363,O500188,P2542,1,2800.05
OI364,O500189,P2577,1,9120.42
OI365,O500190,P2720,1,9157.0
OI366,O500191,P2435,1,5892.03
OI367,O500192,P2434,1,12567.46
OI368,O500192,P2528,1,3311.6
OI369,O500193,P2349,1,16857.77
OI370,O500194,P2324,1,4398.18
OI371,O500194,P2255,1,12716.29
OI372,O500194,P2569,1,8860.09
OI373,O500194,P2336,1,6024.32
OI374,O500195,P2743,1,10154.99
OI375,O500196,P2015,1,5486.82
OI376,O500196,P2221,3,12832.97
OI377,O500197,P2774,1,6767.66
OI378,O500198,P2711,1,507.37
OI379,O500198,P2488,1,13897.46
OI380,O500198,P2086,3,18525.19
OI381,O500199,P2719,1,225.45
OI382,O500199,P2736,1,12637.64
OI383,O500200,P2536,1,6984.94
OI384,O500201,P2361,1,9677.49
OI385,O500202,P2415,1,9639.24
OI386,O500203,P2409,1,14162.92
OI387,O500203,P2086,1,18899.93
OI388,O500203,P2654,2,5882.26
OI389,O500204,P2631,1,2787.9
OI390,O500205,P2715,1,16716.67
OI391,O500205,P2449,1,12986.21
OI392,O500206,P2051,1,5510.74
OI393,O500206,P2068,1,16137.34
OI394,O500207,P2599,1,16419.44
OI395,O500207,P2194,1,4626.48
OI396,O500207,P2458,1,9168.36
OI397,O500207,P2707,1,6957.24
OI398,O500207,P2569,2,8403.26
OI399,O500208,P2344,1,19323.75
OI400,O500209,P2717,1,861.36
OI401,O500209,P2239,1,18355.53
OI402,O500210,P2695,1,0.0
OI403,O500211,P2146,1,7254.68
OI404,O500211,P2361,3,10119.33
OI405,O500212,P2732,1,18334.93
OI406,O500212,P2696,3,7400.57
OI407,O500213,P2198,1,13221.5
OI408,O500213,P2644,3,4423.77
OI409,O500214,P2268,2,16347.71
OI410,O500214,P2327,1,7328.67
OI411,O500214,P2628,1,8616.5
OI412,O500215,P2346,1,6318.37
OI413,O500215,P2066,1,2228.99
OI414,O500215,P2713,1,8971.7
OI415,O500215,P2137,1,2276.47
OI416,O500215,P2546,1,5926.97
OI417,O500216,P2512,2,13173.84
OI418,O500217,P2602,1,20623.67
OI419,O500218,P2733,3,15681.46
OI420,O500218,P2185,1,16276.46
OI421,O500218,P2178,1,11191.8
OI422,O500218,P2746,2,4702.67
OI423,O500219,P2480,1,14002.1
OI424,O500220,P2334,1,2561.1
OI425,O500220,P2108,1,8864.08
OI426,O500220,P2256,1,5106.02
OI427,O500221,P2586,1,6239.65
OI428,O500222,P2275,1,2067.09
OI429,O500223,P2499,1,15120.61
OI430,O500223,P2529,1,6263.76
OI431,O500223,P2584,1,698.12
OI432,O500224,P2373,1,13013.42
OI433,O500225,P2504,1,10577.14
OI434,O500226,P2629,1,14257.16
OI435,O500226,P2090,1,10538.92
OI436,O500227,P2020,1,746.3
OI437,O500227,P2631,1,2735.77
OI438,O500227,P2044,2,14975.6
OI439,O500227,P2129,1,11385.21
OI440,O500228,P2513,1,18900.42
OI441,O500228,P2797,3,16124.43
OI442,O500228,P2399,1,3486.5
OI443,O500229,P2325,1,1627.64
OI444,O500229,P2573,1,11872.37
OI445,O500230,P2277,1,11282.28
OI446,O500231,P2163,1,5611.83
OI447,O500231,P2473,2,15832.17
OI448,O500232,P2368,1,15563.57
OI449,O500232,P2078,1,16089.8
OI450,O500233,P2563,1,13162.63
OI451,O500234,P2666,1,0.0
OI452,O500234,P2590,1,16587.5
OI453,O500235,P2179,1,7251.48
OI454,O500235,P2313,1,10215.87
OI455,O500235,P2084,1,18540.37
OI456,O500235,P2101,3,17481.74
OI457,O500236,P2466,1,7325.44
OI458,O500237,P2377,1,9502.99
OI459,O500238,P2596,1,6141.32
OI460,O500238,P2349,1,16043.61
OI461,O500239,P2397,1,8152.08
OI462,O500239,P2703,1,16626.25
OI463,O500240,P2786,2,17036.05
OI464,O500241,P2399,1,3388.94
OI465,O500242,P2593,1,14404.8
OI466,O500243,P2710,1,900.6
OI467,O500243,P2208,1,957.45
OI468,O500243,P2194,1,4587.27
OI469,O500243,P2503,1,13102.07
OI470,O500244,P2123,1,19678.03
OI471,O500245,P2319,1,15975.53
OI472,O500246,P2781,3,4390.03
OI473,O500246,P2452,1,12799.25
OI474,O500247,P2368,1,16286.03
OI475,O500248,P2085,2,14188.86
OI476,O500249,P2203,1,13807.13
OI477,O500250,P2678,1,14588.52
OI478,O500251,P2740,1,9534.09
OI479,O500252,P2736,1,11682.37
OI480,O500252,P2151,1,14631.45
OI481,O500252,P2672,1,1670.91
OI482,O500252,P2759,1,13218.98
OI483,O500252,P2296,1,2622.59
OI484,O500253,P2642,1,4651.57
OI485,O500253,P2019,1,16994.86
OI486,O500253,P2680,1,12953.04
OI487,O500254,P2192,1,19329.29
OI488,O500254,P2097,3,13304.99
OI489,O500255,P2718,1,8957.7
OI490,O500255,P2701,1,7971.34
OI491,O500256,P2600,1,5650.96
OI492,O500257,P2232,1,3023.12
OI493,O500257,P2092,1,3046.92
OI494,O500257,P2295,1,16822.9
OI495,O500258,P2204,1,4027.06
OI496,O500259,P2560,1,9005.23
OI497,O500259,P2303,1,1371.09
OI498,O500260,P2197,1,11580.03
OI499,O500260,P2371,1,4464.85
OI500,O500261,P2579,1,931.1
OI501,O500262,P2554,1,19210.64
OI502,O500263,P2761,1,12838.86
OI503,O500263,P2051,1,5195.77
OI504,O500263,P2278,1,192.32
OI505,O500263,P2275,1,2162.28
OI506,O500263,P2184,1,4178.14
OI507,O500264,P2458,1,9079.43
OI508,O500265,P2144,1,6416.95
OI509,O500265,P2133,1,4902.92
OI510,O500266,P2672,1,1836.01
OI511,O500266,P2404,1,10089.01
OI512,O500267,P2447,2,8267.09
OI513,O500268,P2169,1,1631.2
OI514,O500268,P2572,1,14626.73
OI515,O500268,P2532,3,8742.68
OI516,O500268,P2003,1,12566.13
OI517,O500268,P2352,1,12902.37
OI518,O500269,P2647,1,19155.56
OI519,O500269,P2181,3,12142.24
OI520,O500270,P2395,1,6484.05
OI521,O500271,P2090,1,10279.62
OI522,O500271,P2605,1,3713.72
OI523,O500271,P2229,1,6784.15
OI524,O500272,P2508,1,6875.89
OI525,O500273,P2028,1,618.72
OI526,O500273,P2522,1,19315.5
OI527,O500274,P2321,1,17119.53
OI528,O500275,P2248,1,14921.35
OI529,O500275,P2064,1,0.0
OI530,O500276,P2276,2,9996.13
OI531,O500277,P2141,1,706.77
OI532,O500277,P2686,1,11067.56
OI533,O500277,P2395,1,6620.12
OI534,O500277,P2762,1,12813.56
OI535,O500278,P2080,1,4355.41
OI536,O500278,P2221,1,13229.34
OI537,O500279,P2434,1,12838.57
OI538,O500280,P2738,1,3445.54
OI539,O500280,P2543,1,3778.01
OI540,O500281,P2606,1,8428.3
OI541,O500282,P2378,1,11303.46
OI542,O500283,P2675,1,5962.87
OI543,O500283,P2703,1,15903.07
OI544,O500283,P2779,2,10689.56
OI545,O500283,P2611,1,3078.71
OI546,O500284,P2015,1,5526.49
OI547,O500284,P2658,1,20076.61
OI548,O500285,P2229,1,6996.01
OI549,O500285,P2327,1,7048.94
OI550,O500285,P2242,1,18597.02
OI551,O500285,P2475,3,5373.34
OI552,O500285,P2182,1,337.09
OI553,O500286,P2757,1,8481.55
OI554,O500286,P2387,1,6534.77
OI555,O500286,P2042,3,14588.24
OI556,O500286,P2269,1,3899.63
OI557,O500287,P2494,1,3135.53
OI558,O500287,P2669,1,4139.64
OI559,O500288,P2543,1,3914.3
OI560,O500288,P2196,1,14226.38
OI561,O500288,P2574,2,20639.72
OI562,O500288,P2084,1,18133.81
OI563,O500289,P2411,1,4533.12
OI564,O500289,P2182,1,365.5
OI565,O500290,P2462,1,10462.49
OI566,O500291,P2551,3,7482.93
OI567,O500291,P2747,1,8324.0
OI568,O500292,P2452,1,12640.99
OI569,O500293,P2207,1,16007.85
OI570,O500293,P2488,1,13995.69
OI571,O500293,P2388,1,8892.93
OI572,O500294,P2156,1,12922.43
OI573,O500294,P2635,1,4179.75
OI574,O500295,P2286,1,15745.1
OI575,O500295,P2347,1,3069.97
OI576,O500296,P2612,1,16303.93
OI577,O500296,P2319,1,14726.75
OI578,O500296,P2378,1,10509.01
OI579,O500296,P2351,1,17945.43
OI580,O500297,P2212,1,2114.6
OI581,O500297,P2609,1,7793.2
OI582,O500297,P2339,1,19127.66
OI583,O500298,P2187,1,16260.3
OI584,O500299,P2434,1,12307.52
OI585,O500299,P2097,1,14277.11
OI586,O500300,P2199,2,15767.48
OI587,O500300,P2239,1,17807.25
OI588,O500300,P2471,2,15011.98
OI589,O500301,P2351,1,18795.33
OI590,O500301,P2357,1,11189.54
OI591,O500302,P2336,1,6333.28
OI592,O500302,P2289,1,1569.9
OI593,O500303,P2211,1,15887.84
OI594,O500304,P2230,1,18965.54
OI595,O500304,P2767,1,4230.26
OI596,O500305,P2733,1,15551.57
OI597,O500305,P2483,1,2308.91
OI598,O500306,P2196,1,14458.88
OI599,O500307,P2453,1,18587.2
OI600,O500307,P2558,1,1734.03
OI601,O500308,P2155,1,7096.32
OI602,O500308,P2798,1,18349.76
OI603,O500309,P2037,1,8123.18
OI604,O500310,P2108,1,8288.78
OI605,O500311,P2620,1,1937.24
OI606,O500312,P2491,1,15800.02
OI607,O500313,P2573,1,11759.8
OI608,O500313,P2115,1,14780.73
OI609,O500313,P2269,2,3865.15
OI610,O500314,P2362,1,8951.95
OI611,O500314,P2643,1,14173.38
OI612,O500314,P2512,1,13515.45
OI613,O500315,P2660,1,1303.81
OI614,O500316,P2199,1,17196.38
OI615,O500316,P2102,1,18834.0
OI616,O500316,P2063,1,17781.83
OI617,O500316,P2509,1,2619.8
OI618,O500316,P2283,1,6002.84
OI619,O500317,P2066,1,2210.5
OI620,O500317,P2534,1,0.0
OI621,O500317,P2013,3,14788.25
OI622,O500317,P2296,1,2701.81
OI623,O500318,P2621,1,6851.07
OI624,O500318,P2064,1,0.0
OI625,O500318,P2666,1,0.0
OI626,O500319,P2328,1,5378.42
OI627,O500320,P2368,1,16056.81
OI628,O500320,P2278,1,191.67
OI629,O500321,P2018,1,17139.28
OI630,O500322,P2545,3,8151.12
OI631,O500322,P2377,1,9128.78
OI632,O500322,P2649,1,1388.29
OI633,O500322,P2486,1,13866.7
OI634,O500322,P2232,1,2920.21
OI635,O500323,P2608,1,1244.78
OI636,O500324,P2331,1,16817.11
OI637,O500324,P2412,1,3972.07
OI638,O500325,P2155,1,6853.04
OI639,O500325,P2286,1,15715.11
OI640,O500325,P2395,1,6595.22
OI641,O500325,P2796,1,17727.15
OI642,O500326,P2313,1,10036.68
OI643,O500327,P2405,1,13958.45
OI644,O500327,P2048,1,20890.5
OI645,O500328,P2060,1,1889.23
OI646,O500328,P2342,1,18897.9
OI647,O500328,P2045,1,15305.6
OI648,O500329,P2607,1,12056.76
OI649,O500330,P2776,1,15177.88
OI650,O500331,P2273,1,16054.76
OI651,O500331,P2284,1,16227.27
OI652,O500332,P2361,1,9884.93
OI653,O500332,P2499,1,15622.9
OI654,O500332,P2531,1,8149.74
OI655,O500333,P2669,1,4253.32
OI656,O500333,P2602,1,21055.04
OI657,O500334,P2400,1,8883.21
OI658,O500335,P2599,1,17817.82
OI659,O500336,P2331,1,15930.92
OI660,O500337,P2380,1,7843.81
OI661,O500337,P2484,1,4325.62
OI662,O500338,P2105,1,3565.93
OI663,O500338,P2437,1,14119.18
OI664,O500339,P2065,1,15094.7
OI665,O500339,P2141,1,696.66
OI666,O500339,P2363,1,15287.84
OI667,O500339,P2420,1,5242.75
OI668,O500340,P2453,1,19598.53
OI669,O500340,P2381,1,16112.19
OI670,O500341,P2304,1,16999.91
OI671,O500341,P2769,1,12339.81
OI672,O500342,P2253,1,12977.12
OI673,O500342,P2273,1,15619.08
OI674,O500342,P2575,1,5751.56
OI675,O500343,P2001,1,11904.86
OI676,O500344,P2707,1,7557.62
OI677,O500344,P2469,1,100.45
OI678,O500345,P2496,1,4451.6
OI679,O500345,P2147,2,3773.54
OI680,O500346,P2069,1,20053.97
OI681,O500347,P2072,1,6353.47
OI682,O500347,P2038,1,8542.65
OI683,O500347,P2329,1,7605.74
OI684,O500348,P2117,1,15263.73
OI685,O500348,P2134,1,4122.69
OI686,O500348,P2323,1,11928.82
OI687,O500348,P2080,1,4336.53
OI688,O500349,P2101,1,16557.28
OI689,O500350,P2519,1,10507.7
OI690,O500351,P2049,1,11415.68
OI691,O500351,P2281,1,6907.41
OI692,O500352,P2326,1,1721.93
OI693,O500353,P2322,2,13199.59
OI694,O500353,P2336,1,5949.12
OI695,O500354,P2344,2,19441.27
OI696,O500354,P2240,1,3565.63
OI697,O500354,P2147,1,3521.38
OI698,O500354,P2405,1,13728.78
OI699,O500355,P2400,2,9314.04
OI700,O500356,P2272,1,16301.02
OI701,O500356,P2117,1,16422.93
OI702,O500356,P2001,1,12186.23
OI703,O500357,P2274,1,5762.42
OI704,O500357,P2620,1,1897.43
OI705,O500357,P2709,1,9305.45
OI706,O500358,P2713,1,8587.22
OI707,O500358,P2441,3,11190.19
OI708,O500359,P2261,1,1547.76
OI709,O500359,P2609,1,7268.66
OI710,O500359,P2458,1,9057.26
OI711,O500360,P2701,1,8112.42
OI712,O500360,P2494,1,3221.37
OI713,O500360,P2540,1,13287.71
OI714,O500360,P2318,1,11877.98
OI715,O500361,P2380,1,7970.63
OI716,O500361,P2247,1,8898.77
OI717,O500361,P2002,2,16192.77
OI718,O500362,P2792,3,9145.15
OI719,O500362,P2768,2,14621.33
OI720,O500362,P2259,1,12459.52
OI721,O500362,P2797,1,16413.38
OI722,O500362,P2459,1,12965.18
OI723,O500363,P2433,1,311.95
OI724,O500364,P2199,1,16988.67
OI725,O500365,P2693,1,8563.9
OI726,O500366,P2436,1,11049.32
OI727,O500367,P2617,1,3186.31
OI728,O500368,P2513,1,19051.37
OI729,O500368,P2121,1,17963.26
OI730,O500368,P2491,1,16545.32
OI731,O500368,P2672,1,1725.59
OI732,O500368,P2546,1,5852.44
OI733,O500369,P2108,1,8411.44
OI734,O500370,P2572,1,15824.1
OI735,O500370,P2030,1,11540.72
OI736,O500371,P2489,1,7449.95
