customer_id,days_since_last_purchase,purchase_frequency,total_spend,avg_order_value,number_of_sessions,cart_abandonment,returns,discount_usage,churned,churn_probability,risk_segment
C100338,403,1,28719.6685,28719.6685,15.0,4.0,0.0,1.0,1,0.7727697817854953,High Risk
C106244,363,1,23352.318,23352.318,14.0,2.0,0.0,1.0,1,0.7720324113628191,High Risk
C114406,643,1,73714.17,73714.17,6.0,2.0,0.0,0.0,1,0.7719900786039317,High Risk
C108734,591,1,14356.609,14356.609,14.0,4.0,0.0,1.0,1,0.7719765832986454,High Risk
C113992,1000,1,44311.923,44311.923,14.0,3.0,1.0,1.0,1,0.7702436149634734,High Risk
C110768,229,1,8391.8545,8391.8545,12.0,6.0,0.0,1.0,1,0.7701192578405576,High Risk
C106605,363,1,8967.0405,8967.0405,13.0,6.0,1.0,1.0,1,0.7700739310007303,High Risk
C107512,204,1,20891.7445,20891.7445,13.0,3.0,0.0,1.0,1,0.7699520591877846,High Risk
C113505,423,1,14297.920000000002,14297.920000000002,13.0,3.0,0.0,1.0,1,0.7697455982707168,High Risk
C111810,406,1,20449.854,20449.854,15.0,4.0,0.0,1.0,1,0.769449246815692,High Risk
C108404,412,1,2676.4320000000002,2676.4320000000002,7.0,6.0,0.0,1.0,1,0.7692508786636669,High Risk
C106505,223,1,17432.955,17432.955,13.0,4.0,0.0,1.0,1,0.7692168660246257,High Risk
C110855,296,1,19189.048000000003,19189.048000000003,13.0,4.0,0.0,1.0,1,0.7690108266069531,High Risk
C106599,49,1,79763.67,79763.67,11.0,2.0,1.0,0.0,0,0.7687818013882122,High Risk
C114572,814,1,5045.504,5045.504,7.0,1.0,1.0,1.0,1,0.7686269132108303,High Risk
C103333,150,1,28648.621,28648.621,13.0,3.0,1.0,1.0,1,0.7681337243399939,High Risk
C111646,98,1,31836.078,31836.078,14.0,4.0,0.0,1.0,1,0.7675385838913793,High Risk
C103600,231,1,28576.665,28576.665,14.0,3.0,0.0,1.0,1,0.765343318187185,High Risk
C111802,927,1,19234.607500000002,19234.607500000002,13.0,2.0,0.0,1.0,1,0.7649944588017141,High Risk
C113181,437,1,2535.0400000000004,2535.0400000000004,13.0,6.0,0.0,1.0,1,0.7648920437856801,High Risk
C104951,427,1,16907.32,16907.32,6.0,0.0,1.0,0.0,1,0.764502638158562,High Risk
C108774,313,1,12072.65,12072.65,6.0,0.0,1.0,0.0,1,0.764113018669235,High Risk
C103408,108,1,7478.880000000001,7478.880000000001,8.0,2.0,0.0,1.0,1,0.7639007096725874,High Risk
C103904,609,1,47136.69,47136.69,6.0,2.0,3.0,1.0,1,0.763884253711311,High Risk
C102253,124,1,17358.228000000003,17358.228000000003,14.0,2.0,0.0,1.0,1,0.7638738717363919,High Risk
C114732,148,1,19743.622,19743.622,14.0,4.0,0.0,1.0,1,0.7630028427110167,High Risk
C106533,297,1,15041.582999999999,15041.582999999999,13.0,5.0,0.0,1.0,1,0.76281919661838,High Risk
C101087,258,1,7370.043999999999,7370.043999999999,10.0,2.0,0.0,1.0,1,0.762761225123246,High Risk
C111593,140,1,22445.584499999997,22445.584499999997,16.0,5.0,1.0,1.0,1,0.762602242723787,High Risk
C100108,728,1,4815.063,4815.063,6.0,1.0,1.0,1.0,1,0.7624392002711184,High Risk
C112259,194,1,71376.21,71376.21,5.0,0.0,1.0,1.0,1,0.762358239622822,High Risk
C107955,342,1,7293.9945,7293.9945,7.0,1.0,0.0,1.0,1,0.7622879196209916,High Risk
C103148,6,1,7247.371999999999,7247.371999999999,8.0,1.0,0.0,1.0,0,0.762018477019161,High Risk
C113890,790,1,7261.232,7261.232,8.0,1.0,0.0,1.0,1,0.762018477019161,High Risk
C113567,353,1,7441.929,7441.929,8.0,1.0,0.0,1.0,1,0.762018477019161,High Risk
C109763,184,1,29199.584000000003,29199.584000000003,13.0,5.0,0.0,1.0,1,0.7619126280763657,High Risk
C113825,392,1,9196.960000000001,9196.960000000001,6.0,6.0,0.0,1.0,1,0.7614147764755858,High Risk
C110913,222,1,20641.888,20641.888,13.0,5.0,0.0,1.0,1,0.76109029054814,High Risk
C113021,393,1,21301.592,21301.592,13.0,5.0,0.0,1.0,1,0.760993177604438,High Risk
C112185,305,1,15117.534,15117.534,14.0,5.0,0.0,1.0,1,0.7609282939606004,High Risk
C110739,159,1,6980.714,6980.714,6.0,3.0,0.0,1.0,1,0.7608140709653821,High Risk
C108898,324,1,7291.782,7291.782,5.0,1.0,0.0,1.0,1,0.7607411110774932,High Risk
C106256,348,1,67329.72,67329.72,11.0,4.0,0.0,0.0,1,0.7604651135576116,High Risk
C107644,119,1,36123.674,36123.674,13.0,5.0,0.0,1.0,1,0.7603505204725078,High Risk
C102619,285,1,80282.4,80282.4,9.0,1.0,1.0,0.0,1,0.7602731861077472,High Risk
C112883,156,1,11271.5185,11271.5185,13.0,6.0,0.0,1.0,1,0.7599116051074593,High Risk
C113698,63,1,7527.744,7527.744,10.0,3.0,0.0,1.0,0,0.7598805715277948,High Risk
C104543,199,1,7231.617,7231.617,5.0,1.0,0.0,1.0,1,0.7594121453732516,High Risk
C109469,234,1,71887.564,71887.564,10.0,1.0,0.0,1.0,1,0.7593135765714433,High Risk
C105795,254,1,75067.93,75067.93,8.0,4.0,0.0,0.0,1,0.7591859541389843,High Risk
C110967,200,1,12731.27,12731.27,5.0,3.0,1.0,0.0,1,0.7589033101855377,High Risk
C110571,214,1,18900.198,18900.198,18.0,1.0,0.0,1.0,1,0.7588563917009539,High Risk
C101606,98,1,15063.664,15063.664,7.0,0.0,1.0,1.0,1,0.7588162808241161,High Risk
C105582,237,1,33014.888999999996,33014.888999999996,14.0,3.0,1.0,1.0,1,0.7588119714656004,High Risk
C108081,320,1,16892.1305,16892.1305,13.0,4.0,0.0,1.0,1,0.758640632633382,High Risk
C112413,97,1,14661.846000000001,14661.846000000001,13.0,2.0,0.0,1.0,1,0.7585955351626373,High Risk
C101623,458,1,16413.858,16413.858,13.0,2.0,0.0,1.0,1,0.7583374553805855,High Risk
C113339,545,1,5919.668499999999,5919.668499999999,14.0,6.0,0.0,1.0,1,0.7583304016099054,High Risk
C103657,876,1,66866.264,66866.264,10.0,1.0,0.0,1.0,1,0.7581399482257022,High Risk
C113694,537,1,22991.216,22991.216,11.0,6.0,0.0,1.0,1,0.7580715660765889,High Risk
C108594,576,1,9291.877,9291.877,9.0,6.0,0.0,1.0,1,0.7579979640161628,High Risk
C104159,49,1,69063.69,69063.69,12.0,2.0,0.0,0.0,0,0.7579225865888918,High Risk
C107558,512,1,47417.102999999996,47417.102999999996,13.0,5.0,0.0,1.0,1,0.7578682663586475,High Risk
C103570,617,1,70134.83,70134.83,6.0,0.0,1.0,0.0,1,0.7575011363166879,High Risk
C103438,553,1,7008.784,7008.784,7.0,3.0,0.0,1.0,1,0.7573650363705299,High Risk
C110743,139,1,7087.133,7087.133,7.0,3.0,0.0,1.0,1,0.7573650363705299,High Risk
C104730,277,1,7052.8285,7052.8285,9.0,2.0,0.0,1.0,1,0.7573163018647285,High Risk
C109268,330,1,62187.1475,62187.1475,14.0,4.0,0.0,1.0,1,0.7572983051822765,High Risk
C101260,316,1,8448.021,8448.021,8.0,2.0,0.0,1.0,1,0.7572190542173927,High Risk
C114841,318,1,7133.760000000001,7133.760000000001,8.0,1.0,0.0,1.0,1,0.75709996583472,High Risk
C110087,389,1,8294.198,8294.198,6.0,2.0,0.0,1.0,1,0.7570791629137023,High Risk
C103489,142,1,8379.828,8379.828,6.0,2.0,0.0,1.0,1,0.7570791629137023,High Risk
C107474,332,1,18979.2995,18979.2995,5.0,1.0,1.0,1.0,1,0.7570781070190316,High Risk
C105002,584,1,7489.224000000001,7489.224000000001,5.0,2.0,0.0,1.0,1,0.7569221317387097,High Risk
C108477,641,1,8354.208,8354.208,12.0,2.0,0.0,1.0,1,0.7568980078150848,High Risk
C107921,335,1,12846.574499999999,12846.574499999999,14.0,4.0,0.0,1.0,1,0.7568520811749031,High Risk
C109047,158,1,7450.11,7450.11,5.0,0.0,0.0,1.0,1,0.7568496743335227,High Risk
C113498,12,1,45380.768500000006,45380.768500000006,15.0,5.0,0.0,1.0,0,0.7567370253439275,High Risk
C107115,191,1,6900.942499999999,6900.942499999999,11.0,1.0,0.0,1.0,1,0.7567201294651604,High Risk
C108754,9,1,7083.77,7083.77,13.0,4.0,1.0,1.0,0,0.7566933624671708,High Risk
C104767,320,1,8383.5315,8383.5315,5.0,3.0,0.0,1.0,1,0.7565663114356588,High Risk
C112726,388,1,17809.668999999998,17809.668999999998,9.0,0.0,0.0,1.0,1,0.7565139320472689,High Risk
C104548,406,1,3166.47,3166.47,6.0,3.0,1.0,0.0,1,0.7564050127669639,High Risk
C110399,25,1,4713.4965,4713.4965,9.0,6.0,0.0,1.0,0,0.7560910831375273,High Risk
C101833,187,1,5119.805,5119.805,11.0,2.0,1.0,1.0,1,0.7559837901317834,High Risk
C113160,99,1,8087.472000000001,8087.472000000001,5.0,1.0,0.0,1.0,1,0.7559689400965424,High Risk
C110775,336,1,6738.5875,6738.5875,5.0,0.0,1.0,1.0,1,0.7558056194353062,High Risk
C102837,524,1,12630.24,12630.24,8.0,0.0,1.0,0.0,1,0.7557536320394328,High Risk
C112084,221,1,7281.559,7281.559,10.0,1.0,0.0,1.0,1,0.755598783601133,High Risk
C100501,783,1,6206.862999999999,6206.862999999999,6.0,0.0,1.0,1.0,1,0.7551620974329133,High Risk
C112098,261,1,12422.04,12422.04,5.0,2.0,1.0,0.0,1,0.7551591016720944,High Risk
C114381,3,1,22744.688000000002,22744.688000000002,5.0,0.0,1.0,1.0,0,0.7551509442877518,High Risk
C107617,797,1,8491.184,8491.184,9.0,2.0,0.0,1.0,1,0.7550100533788867,High Risk
C100770,345,1,3411.8064999999997,3411.8064999999997,8.0,3.0,1.0,1.0,1,0.7548847119833817,High Risk
C104721,179,1,55719.514500000005,55719.514500000005,5.0,0.0,1.0,1.0,1,0.754809258632849,High Risk
C112567,138,1,23720.032,23720.032,9.0,0.0,0.0,1.0,1,0.7547384924866134,High Risk
C100158,484,1,19103.3505,19103.3505,13.0,2.0,1.0,1.0,1,0.7546712817043195,High Risk
C100095,588,1,7212.7429999999995,7212.7429999999995,9.0,2.0,0.0,1.0,1,0.7543775775849817,High Risk
C103237,242,1,22587.704,22587.704,6.0,0.0,1.0,1.0,1,0.7542976669685497,High Risk
C107649,5,1,24426.304,24426.304,8.0,0.0,0.0,1.0,0,0.7542076381710365,High Risk
C110481,224,1,15240.168,15240.168,14.0,2.0,0.0,1.0,1,0.7541654097250139,High Risk
C113485,293,1,18259.547,18259.547,5.0,0.0,0.0,1.0,1,0.7539802347076671,High Risk
C106129,442,1,18451.01,18451.01,6.0,3.0,1.0,0.0,1,0.7538901414780408,High Risk
C112667,140,1,5057.376,5057.376,11.0,5.0,0.0,1.0,1,0.7537804319342828,High Risk
C104597,616,1,20442.816,20442.816,13.0,1.0,0.0,1.0,1,0.7536954488943975,High Risk
C111079,254,1,11494.352,11494.352,13.0,4.0,0.0,1.0,1,0.7536166917147252,High Risk
C107731,508,1,8133.292,8133.292,10.0,2.0,0.0,1.0,1,0.7534162534255082,High Risk
C100872,162,1,8305.896,8305.896,10.0,2.0,0.0,1.0,1,0.7534162534255082,High Risk
C105613,69,1,56519.167,56519.167,7.0,1.0,1.0,1.0,0,0.7534088232739399,High Risk
C105554,203,1,12994.86,12994.86,8.0,3.0,1.0,0.0,1,0.7533896676468159,High Risk
C113524,419,1,561.8584999999999,561.8584999999999,8.0,1.0,0.0,1.0,1,0.7533172873348539,High Risk
C113152,222,1,3259.3335,3259.3335,8.0,6.0,0.0,1.0,1,0.7532361649646253,High Risk
C108197,843,1,18386.379,18386.379,17.0,6.0,0.0,1.0,1,0.7528204225838152,High Risk
C110893,263,1,7516.5755,7516.5755,9.0,4.0,0.0,1.0,1,0.7528092132669911,High Risk
C109638,376,1,76333.43000000001,76333.43000000001,8.0,4.0,1.0,0.0,1,0.7527678652233845,High Risk
C105970,712,1,13362.493,13362.493,13.0,3.0,1.0,1.0,1,0.7524511136127644,High Risk
C106648,251,1,17671.551,17671.551,11.0,1.0,0.0,1.0,1,0.7523395908780505,High Risk
C113632,553,1,66368.43000000001,66368.43000000001,6.0,2.0,1.0,0.0,1,0.7523157380969415,High Risk
C110765,150,1,59383.92049999999,59383.92049999999,8.0,1.0,1.0,1.0,1,0.7522887468886624,High Risk
C103004,445,1,25449.3995,25449.3995,15.0,2.0,0.0,1.0,1,0.7521366577135626,High Risk
C113974,155,1,61271.559,61271.559,13.0,3.0,0.0,1.0,1,0.7520605245126992,High Risk
C112975,329,1,1504.008,1504.008,9.0,1.0,0.0,1.0,1,0.7520414460324574,High Risk
C100033,311,1,24156.624,24156.624,7.0,0.0,0.0,1.0,1,0.7520331324792267,High Risk
C105243,956,1,17135.442000000003,17135.442000000003,13.0,2.0,0.0,1.0,1,0.7519789873792654,High Risk
C110309,164,1,4875.84,4875.84,7.0,4.0,1.0,1.0,1,0.7519612270977436,High Risk
C104012,390,1,14844.063499999998,14844.063499999998,13.0,7.0,0.0,1.0,1,0.7519333183875804,High Risk
C100119,391,1,8109.252,8109.252,9.0,3.0,0.0,1.0,1,0.7518197777434592,High Risk
C113795,344,1,8379.176,8379.176,9.0,3.0,0.0,1.0,1,0.7518197777434592,High Risk
C108156,182,1,15337.93,15337.93,9.0,0.0,1.0,0.0,1,0.751739720447229,High Risk
C105109,249,1,18342.657,18342.657,12.0,0.0,0.0,1.0,1,0.7517263067824957,High Risk
C102836,356,1,7833.832999999999,7833.832999999999,8.0,2.0,0.0,1.0,1,0.7516988620137306,High Risk
C108047,117,1,8553.114,8553.114,6.0,2.0,0.0,1.0,1,0.7515179046953753,High Risk
C114949,143,1,12387.87,12387.87,8.0,2.0,1.0,0.0,1,0.7514676060522661,High Risk
C110281,437,1,8294.256000000001,8294.256000000001,10.0,3.0,0.0,1.0,1,0.7512585802137529,High Risk
C113088,367,1,6060.384,6060.384,5.0,1.0,1.0,1.0,1,0.7511782052671455,High Risk
C102943,409,1,14149.36,14149.36,8.0,5.0,0.0,1.0,1,0.7508456499560776,High Risk
C110156,305,1,1413.334,1413.334,9.0,1.0,0.0,1.0,1,0.7507487243394977,High Risk
C110845,11,1,14403.42,14403.42,8.0,5.0,0.0,1.0,0,0.750683812314206,High Risk
C106539,668,1,13825.349999999999,13825.349999999999,9.0,6.0,0.0,1.0,1,0.7506704144887009,High Risk
C100135,963,1,43627.113000000005,43627.113000000005,8.0,0.0,1.0,1.0,1,0.7506243302839346,High Risk
C114252,289,1,8377.251999999999,8377.251999999999,9.0,1.0,0.0,1.0,1,0.7503220267975322,High Risk
C107789,449,1,8142.753999999999,8142.753999999999,9.0,1.0,0.0,1.0,1,0.7503220267975322,High Risk
C101615,462,1,11599.184000000001,11599.184000000001,13.0,4.0,0.0,1.0,1,0.750280146083115,High Risk
C111378,375,1,92499.18000000001,92499.18000000001,5.0,2.0,1.0,0.0,1,0.7502666104116045,High Risk
C109907,585,1,0.0,0.0,9.0,1.0,0.0,1.0,1,0.7501222473653862,High Risk
C109777,644,1,7033.936999999999,7033.936999999999,9.0,4.0,0.0,1.0,1,0.7500967237756296,High Risk
C109096,375,1,27481.639000000003,27481.639000000003,13.0,7.0,0.0,1.0,1,0.7500955243299682,High Risk
C110012,363,1,3531.245,3531.245,4.0,3.0,0.0,1.0,1,0.750066439355107,High Risk
C101696,816,1,3980.7360000000003,3980.7360000000003,15.0,6.0,0.0,1.0,1,0.749956360285765,High Risk
C100407,294,1,8624.936,8624.936,6.0,3.0,0.0,1.0,1,0.749868963696516,High Risk
C101569,253,1,17878.779000000002,17878.779000000002,7.0,1.0,1.0,1.0,1,0.7497930444383794,High Risk
C113462,486,1,8155.715999999999,8155.715999999999,8.0,0.0,0.0,1.0,1,0.7496031012075328,High Risk
C112915,394,1,24628.95,24628.95,5.0,0.0,1.0,0.0,1,0.7495059841922594,High Risk
C104489,117,1,8002.620000000001,8002.620000000001,7.0,1.0,0.0,1.0,1,0.74948537401063,High Risk
C112923,297,1,18272.187,18272.187,11.0,1.0,0.0,1.0,1,0.749387917715257,High Risk
C110083,956,1,18323.334000000003,18323.334000000003,11.0,1.0,0.0,1.0,1,0.749387917715257,High Risk
C110457,146,1,17737.564,17737.564,7.0,2.0,1.0,1.0,1,0.7493699899409563,High Risk
C109598,551,1,15360.560000000001,15360.560000000001,6.0,1.0,1.0,0.0,1,0.7492693210574359,High Risk
C103852,465,1,8576.884999999998,8576.884999999998,7.0,3.0,0.0,1.0,1,0.7492635766635806,High Risk
C108873,362,1,7854.416499999999,7854.416499999999,5.0,1.0,0.0,1.0,1,0.7491640227362707,High Risk
C104164,168,1,12359.3485,12359.3485,13.0,3.0,0.0,1.0,1,0.7490824431799139,High Risk
C101697,220,1,1463.2279999999998,1463.2279999999998,9.0,4.0,0.0,1.0,1,0.7490690525816524,High Risk
C100216,895,1,8044.71,8044.71,6.0,1.0,1.0,0.0,1,0.749039693605952,High Risk
C109314,307,1,5267.94,5267.94,5.0,1.0,1.0,0.0,1,0.7489626971912172,High Risk
C112011,237,1,8550.9575,8550.9575,10.0,3.0,0.0,1.0,1,0.7489426698125469,High Risk
C112300,457,1,5094.407,5094.407,4.0,2.0,1.0,1.0,1,0.7488033626281139,High Risk
C113029,300,1,45084.47,45084.47,8.0,3.0,2.0,0.0,1,0.7486732374652527,High Risk
C103133,315,1,17599.2,17599.2,10.0,4.0,1.0,0.0,1,0.7486476393627786,High Risk
C107508,661,1,2633.691,2633.691,4.0,1.0,0.0,1.0,1,0.7485465742001167,High Risk
C111953,252,1,24288.896999999997,24288.896999999997,2.0,0.0,0.0,1.0,1,0.7485054258242543,High Risk
C109719,111,1,24372.05,24372.05,8.0,0.0,0.0,0.0,1,0.7484931080114526,High Risk
C108671,130,1,14054.4525,14054.4525,8.0,5.0,0.0,1.0,1,0.7484208148436798,High Risk
C108525,321,1,24475.739999999998,24475.739999999998,5.0,0.0,1.0,0.0,1,0.7482923404515964,High Risk
C107622,118,1,9007.938,9007.938,8.0,2.0,0.0,1.0,1,0.7482080117718682,High Risk
C114953,608,1,7228.2045,7228.2045,7.0,4.0,0.0,1.0,1,0.7482011421704826,High Risk
C105339,251,1,24847.795,24847.795,9.0,0.0,0.0,1.0,1,0.7481177011799389,High Risk
C103611,566,1,16636.1435,16636.1435,13.0,5.0,0.0,1.0,1,0.7480427933715036,High Risk
C114688,820,1,8034.995499999999,8034.995499999999,6.0,1.0,0.0,1.0,1,0.7480087667693405,High Risk
C103694,235,1,7951.095,7951.095,12.0,4.0,0.0,1.0,1,0.7479933548252413,High Risk
C105323,406,1,17817.1265,17817.1265,11.0,2.0,0.0,1.0,1,0.7478433563234512,High Risk
C105473,64,1,1569.3125,1569.3125,8.0,3.0,0.0,1.0,0,0.7477980586189952,High Risk
C107855,695,1,87558.3,87558.3,11.0,2.0,0.0,0.0,1,0.7477646649373145,High Risk
C104219,835,1,20894.8985,20894.8985,7.0,1.0,1.0,1.0,1,0.7477179890469029,High Risk
C109443,371,1,17631.069,17631.069,7.0,1.0,0.0,1.0,1,0.7477111395829986,High Risk
C113494,456,1,17754.5785,17754.5785,7.0,1.0,0.0,1.0,1,0.7477111395829986,High Risk
C113286,772,1,16275.488000000001,16275.488000000001,6.0,3.0,1.0,1.0,1,0.7476978257125186,High Risk
C103763,724,1,13408.236,13408.236,7.0,1.0,1.0,1.0,1,0.7475577032968453,High Risk
C103675,1020,1,13475.78,13475.78,8.0,1.0,1.0,0.0,1,0.747534890343998,High Risk
C113388,205,1,8957.075,8957.075,6.0,2.0,0.0,1.0,1,0.7473842481378427,High Risk
C105509,293,1,23290.101000000002,23290.101000000002,15.0,2.0,0.0,1.0,1,0.7473079125492376,High Risk
C101761,195,1,74349.16,74349.16,12.0,3.0,0.0,0.0,1,0.7472256178185711,High Risk
C109161,236,1,13589.142,13589.142,11.0,2.0,1.0,1.0,1,0.7471297993308846,High Risk
C112296,170,1,7740.567499999999,7740.567499999999,7.0,3.0,0.0,1.0,1,0.7471043239698462,High Risk
